product_ndc,generic_name,labeler_name,brand_name,active_ingredients,finished,packaging,listing_expiration_date,openfda,marketing_category,dosage_form,spl_id,product_type,route,marketing_start_date,product_id,application_number,brand_name_base,pharm_class,marketing_end_date,brand_name_suffix,dea_schedule
42195-688,Fenoprofen Calcium,"Xspire Pharma, LLC",NALFON,"[{'name': 'FENOPROFEN CALCIUM', 'strength': '600 mg/1'}]",True,"[{'package_ndc': '42195-688-10', 'description': '100 TABLET, FILM COATED in 1 BOTTLE (42195-688-10)', 'marketing_start_date': '20180924', 'sample': False}]",20241231,"{'manufacturer_name': ['Xspire Pharma, LLC'], 'rxcui': ['310291', '351398'], 'spl_set_id': ['f6f4b654-082a-45ba-9924-41ee9667297a'], 'is_original_packager': [True], 'unii': ['0X2CW1QABJ']}",ANDA,"TABLET, FILM COATED",079e260a-4bee-a423-e063-6394a90aaf0d,HUMAN PRESCRIPTION DRUG,['ORAL'],20180924,42195-688_079e260a-4bee-a423-e063-6394a90aaf0d,ANDA072267,NALFON,"['Anti-Inflammatory Agents', 'Non-Steroidal [CS]', 'Cyclooxygenase Inhibitors [MoA]', 'Nonsteroidal Anti-inflammatory Drug [EPC]']",,,
42291-699,Quetiapine,AvKARE,Quetiapine,"[{'name': 'QUETIAPINE FUMARATE', 'strength': '300 mg/1'}]",True,"[{'package_ndc': '42291-699-50', 'description': '500 TABLET, FILM COATED in 1 BOTTLE (42291-699-50)', 'marketing_start_date': '20220525', 'sample': False}, {'package_ndc': '42291-699-90', 'description': '90 TABLET, FILM COATED in 1 BOTTLE (42291-699-90)', 'marketing_start_date': '20230116', 'sample': False}]",20251231,"{'manufacturer_name': ['AvKARE'], 'rxcui': ['312743', '312744', '312745', '317174', '616483', '616487'], 'spl_set_id': ['8a3fc038-aad1-6404-6ead-a4a55127cf43'], 'unii': ['2S3PL1B6UJ']}",ANDA,"TABLET, FILM COATED",f26368af-0bbf-2cc9-e053-2a95a90a2e44,HUMAN PRESCRIPTION DRUG,['ORAL'],20220525,42291-699_f26368af-0bbf-2cc9-e053-2a95a90a2e44,ANDA077745,Quetiapine,['Atypical Antipsychotic [EPC]'],,,
44206-437,Human Immunoglobulin G,CSL Behring AG,Privigen,"[{'name': 'HUMAN IMMUNOGLOBULIN G', 'strength': '10 g/100mL'}]",True,"[{'package_ndc': '44206-437-10', 'description': '1 VIAL, GLASS in 1 CARTON (44206-437-10)  / 100 mL in 1 VIAL, GLASS (44206-437-91)', 'marketing_start_date': '20090120', 'sample': False}]",20241231,{},BLA,LIQUID,d824e968-5441-417e-be92-0b74bbfb78cc,PLASMA DERIVATIVE,['INTRAVENOUS'],20090120,44206-437_d824e968-5441-417e-be92-0b74bbfb78cc,BLA125201,Privigen,"['Antigen Neutralization [MoA]', 'Human Immunoglobulin G [EPC]', 'Immunoglobulins [CS]', 'Passively Acquired Immunity [PE]']",,,
43846-0075,"Arnica Montana, Hamamelis Virginiana, Rhus Tox","Peaceful Mountain, Inc.",Arnica Plus,"[{'name': 'ARNICA MONTANA WHOLE', 'strength': '6 [hp_X]/g'}, {'name': 'HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK', 'strength': '6 [hp_X]/g'}, {'name': 'TOXICODENDRON PUBESCENS LEAF', 'strength': '6 [hp_X]/g'}]",True,"[{'package_ndc': '43846-0075-1', 'description': '57 g in 1 TUBE (43846-0075-1)', 'marketing_start_date': '20181114', 'sample': False}]",20251231,"{'manufacturer_name': ['Peaceful Mountain, Inc.'], 'spl_set_id': ['613ddf6c-ba89-4b98-8576-d2cd38f6910a'], 'is_original_packager': [True], 'unii': ['O80TY208ZW', 'T7S323PKJS', '6IO182RP7A']}",UNAPPROVED HOMEOPATHIC,GEL,a2f9f847-67dd-4824-acc1-650d5b05af94,HUMAN OTC DRUG,['TOPICAL'],20181114,43846-0075_a2f9f847-67dd-4824-acc1-650d5b05af94,,Arnica Plus,,,,
43857-0460,"Fucus Vesiculosus, Capsicum Annuum, Nicotinamidum, Spongia Tosta, Croton Tiglium, Hypophysis Suis, L-Arginine, L-Ornithine, L-Tyrosine, Thyroidinum (Suis), Calcarea Carbonica, Graphites, Kali Carbonicum","BioActive Nutritional, Inc.",OB Metab,"[{'name': 'ARGININE', 'strength': '6 [hp_X]/mL'}, {'name': 'CAPSICUM', 'strength': '3 [hp_X]/mL'}, {'name': 'CROTON TIGLIUM SEED', 'strength': '6 [hp_X]/mL'}, {'name': 'FUCUS VESICULOSUS', 'strength': '1 [hp_X]/mL'}, {'name': 'GRAPHITE', 'strength': '12 [hp_X]/mL'}, {'name': 'NIACINAMIDE', 'strength': '5 [hp_X]/mL'}, {'name': 'ORNITHINE', 'strength': '6 [hp_X]/mL'}, {'name': 'OYSTER SHELL CALCIUM CARBONATE, CRUDE', 'strength': '12 [hp_X]/mL'}, {'name': 'POTASSIUM CARBONATE', 'strength': '12 [hp_X]/mL'}, {'name': 'SPONGIA OFFICINALIS SKELETON, ROASTED', 'strength': '5 [hp_X]/mL'}, {'name': 'SUS SCROFA PITUITARY GLAND', 'strength': '6 [hp_X]/mL'}, {'name': 'SUS SCROFA THYROID', 'strength': '6 [hp_X]/mL'}, {'name': 'TYROSINE', 'strength': '6 [hp_X]/mL'}]",True,"[{'package_ndc': '43857-0460-1', 'description': '30 mL in 1 BOTTLE, DROPPER (43857-0460-1)', 'marketing_start_date': '20170908', 'sample': False}]",20251231,"{'manufacturer_name': ['BioActive Nutritional, Inc.'], 'spl_set_id': ['6350966e-e450-48ff-b720-1d8bc71dacff'], 'is_original_packager': [True], 'nui': ['N0000185375', 'N0000185371', 'N0000175629', 'N0000184306', 'M0000728', 'M0006342', 'M0016962', 'M0022575'], 'pharm_class_epc': ['Non-Standardized Plant Allergenic Extract [EPC]', 'Non-Standardized Food Allergenic Extract [EPC]'], 'pharm_class_pe': ['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]'], 'pharm_class_cs': ['Allergens [CS]', 'Dietary Proteins [CS]', 'Plant Proteins [CS]', 'Vegetable Proteins [CS]'], 'unii': ['94ZLA3W45F', '00UK7646FG', '0HK2GZK66E', '535G2ABX9M', '4QQN74LH4O', '25X51I8RD4', 'E524N2IXA3', '2E32821G6I', 'BQN1B9B9HA', '1PIP394IID', 'L0PFEMQ1DT', '6RV024OAUQ', '42HK56048U']}",UNAPPROVED HOMEOPATHIC,LIQUID,baec17ce-577d-4693-ad1e-1bb2edec7a64,HUMAN OTC DRUG,['ORAL'],20170908,43857-0460_baec17ce-577d-4693-ad1e-1bb2edec7a64,,OB Metab,"['Allergens [CS]', 'Cell-mediated Immunity [PE]', 'Dietary Proteins [CS]', 'Increased Histamine Release [PE]', 'Non-Standardized Food Allergenic Extract [EPC]', 'Non-Standardized Plant Allergenic Extract [EPC]', 'Plant Proteins [CS]', 'Vegetable Proteins [CS]']",,,
44911-0227,"Calcarea Fluorica, Carbo Vegetabilis, Carduus Marianus, Hamamelis Virginiana, Lachesis Mutus, Lycopodium Clavatum, Pulsatilla (Pratensis), Secale Cornutum, Staphysagria, Zincum Metallicum","Energique, Inc.",Varico HP,"[{'name': 'ACTIVATED CHARCOAL', 'strength': '30 [hp_X]/mL'}, {'name': 'CALCIUM FLUORIDE', 'strength': '30 [hp_X]/mL'}, {'name': 'CLAVICEPS PURPUREA SCLEROTIUM', 'strength': '30 [hp_X]/mL'}, {'name': 'DELPHINIUM STAPHISAGRIA SEED', 'strength': '30 [hp_X]/mL'}, {'name': 'HAMAMELIS VIRGINIANA ROOT BARK/STEM BARK', 'strength': '30 [hp_X]/mL'}, {'name': 'LACHESIS MUTA VENOM', 'strength': '30 [hp_X]/mL'}, {'name': 'LYCOPODIUM CLAVATUM SPORE', 'strength': '30 [hp_X]/mL'}, {'name': 'MILK THISTLE', 'strength': '30 [hp_X]/mL'}, {'name': 'PULSATILLA PRATENSIS WHOLE', 'strength': '30 [hp_X]/mL'}, {'name': 'ZINC', 'strength': '30 [hp_X]/mL'}]",True,"[{'package_ndc': '44911-0227-1', 'description': '30 mL in 1 BOTTLE, DROPPER (44911-0227-1)', 'marketing_start_date': '20150724', 'marketing_end_date': '20251021', 'sample': False}]",,"{'manufacturer_name': ['Energique, Inc.'], 'spl_set_id': ['b70e2004-d711-4e7c-b92a-3e0cf8a7a471'], 'is_original_packager': [True], 'unii': ['2P3VWU3H10', 'O3B55K4YKI', '01G9XEA93N', '00543AP1JV', 'T7S323PKJS', 'VSW71SS07I', 'C88X29Y479', 'U946SH95EE', '8E272251DI', 'J41CSQ7QDS']}",UNAPPROVED HOMEOPATHIC,LIQUID,75a85a26-6c27-4a4c-a299-b1857aeff558,HUMAN OTC DRUG,['ORAL'],20150724,44911-0227_75a85a26-6c27-4a4c-a299-b1857aeff558,,Varico,,20251021,HP,
42708-186,PREDNISONE,QPharma Inc,prednisone,"[{'name': 'PREDNISONE', 'strength': '5 mg/1'}]",True,"[{'package_ndc': '42708-186-21', 'description': '21 TABLET in 1 BOTTLE, PLASTIC (42708-186-21)', 'marketing_start_date': '20240301', 'sample': True}]",20251231,"{'manufacturer_name': ['QPharma Inc'], 'rxcui': ['312617', '763181'], 'spl_set_id': ['11870c93-fe64-e6c9-e063-6394a90a5334'], 'nui': ['N0000175576', 'N0000175450'], 'pharm_class_epc': ['Corticosteroid [EPC]'], 'pharm_class_moa': ['Corticosteroid Hormone Receptor Agonists [MoA]'], 'unii': ['VB0R961HZT']}",ANDA,TABLET,18039f80-f2c0-eba8-e063-6394a90a9d8e,HUMAN PRESCRIPTION DRUG,['ORAL'],20210901,42708-186_18039f80-f2c0-eba8-e063-6394a90a9d8e,ANDA209727,prednisone,"['Corticosteroid Hormone Receptor Agonists [MoA]', 'Corticosteroid [EPC]']",,,
42806-512,quinidine sulfate tablet,"EPIC PHARMA, LLC",QUINIDINE SULFATE,"[{'name': 'QUINIDINE SULFATE', 'strength': '300 mg/1'}]",True,"[{'package_ndc': '42806-512-01', 'description': '100 TABLET in 1 BOTTLE (42806-512-01)', 'marketing_start_date': '20211215', 'sample': False}, {'package_ndc': '42806-512-30', 'description': '30 TABLET in 1 BOTTLE (42806-512-30)', 'marketing_start_date': '20220102', 'sample': False}]",20241231,"{'manufacturer_name': ['EPIC PHARMA, LLC'], 'rxcui': ['852877', '852913'], 'spl_set_id': ['b0d6341b-d880-4f0b-8844-bc788c03004a'], 'is_original_packager': [True], 'upc': ['0342806513309', '0342806512302'], 'unii': ['J13S2394HE']}",ANDA,TABLET,80df716e-b0d6-4b0f-b0f4-879874d7ed05,HUMAN PRESCRIPTION DRUG,['ORAL'],20211215,42806-512_80df716e-b0d6-4b0f-b0f4-879874d7ed05,ANDA088072,QUINIDINE SULFATE,"['Antiarrhythmic [EPC]', 'Cytochrome P450 2D6 Inhibitor [EPC]', 'Cytochrome P450 2D6 Inhibitors [MoA]']",,,
42961-014,"Benzalkonium Chloride, Lidocaine HCl",Cintas Corporation No 2,Zee First Aid Cream,"[{'name': 'BENZALKONIUM CHLORIDE', 'strength': '.13 mg/100mg'}, {'name': 'LIDOCAINE HYDROCHLORIDE', 'strength': '.5 mg/100mg'}]",True,"[{'package_ndc': '42961-014-02', 'description': '25 PACKET in 1 BOX (42961-014-02)  / 900 mg in 1 PACKET (42961-014-01)', 'marketing_start_date': '20220505', 'sample': False}]",20241231,"{'manufacturer_name': ['Cintas Corporation No 2'], 'rxcui': ['1012100'], 'spl_set_id': ['e7fef584-ebe5-4775-8019-341121f77faf'], 'is_original_packager': [True], 'unii': ['F5UM2KM3W7', 'V13007Z41A']}",OTC MONOGRAPH DRUG,CREAM,1224727f-9ec1-4ee9-9843-f273bf0ff5a5,HUMAN OTC DRUG,['TOPICAL'],20220505,42961-014_1224727f-9ec1-4ee9-9843-f273bf0ff5a5,M003,Zee First Aid Cream,"['Amide Local Anesthetic [EPC]', 'Amides [CS]', 'Antiarrhythmic [EPC]', 'Local Anesthesia [PE]']",,,
43063-744,Bupropion Hydrochloride,"PD-Rx Pharmaceuticals, Inc.",BUPROPION HYDROCHLORIDE SR,"[{'name': 'BUPROPION HYDROCHLORIDE', 'strength': '150 mg/1'}]",True,"[{'package_ndc': '43063-744-30', 'description': '30 TABLET, EXTENDED RELEASE in 1 BOTTLE, PLASTIC (43063-744-30)', 'marketing_start_date': '20170209', 'sample': False}]",20251231,"{'manufacturer_name': ['PD-Rx Pharmaceuticals, Inc.'], 'rxcui': ['993518'], 'spl_set_id': ['f5d774dd-0f51-4a4f-a9d1-8b5f2364b1f7'], 'unii': ['ZG7E5POY8O']}",ANDA,"TABLET, EXTENDED RELEASE",2476ea75-26c2-4ea3-e063-6394a90a891a,HUMAN PRESCRIPTION DRUG,['ORAL'],20160725,43063-744_2476ea75-26c2-4ea3-e063-6394a90a891a,ANDA206674,BUPROPION HYDROCHLORIDE,"['Aminoketone [EPC]', 'Dopamine Uptake Inhibitors [MoA]', 'Increased Dopamine Activity [PE]', 'Increased Norepinephrine Activity [PE]', 'Norepinephrine Uptake Inhibitors [MoA]']",,SR,
43128-034,Benzocaine,"National Distribution & Contracting, Inc",Quala Topical Anesthetic Gel,"[{'name': 'BENZOCAINE', 'strength': '200 mg/g'}]",True,"[{'package_ndc': '43128-034-30', 'description': '30 g in 1 JAR (43128-034-30)', 'marketing_start_date': '20191001', 'sample': False}]",20241231,"{'manufacturer_name': ['National Distribution & Contracting, Inc'], 'rxcui': ['238910'], 'spl_set_id': ['9f94b65d-47e3-9c6b-e053-2a95a90aa1f8'], 'is_original_packager': [True], 'nui': ['N0000185508', 'N0000175629', 'N0000184306', 'M0000728'], 'pharm_class_epc': ['Standardized Chemical Allergen [EPC]'], 'pharm_class_pe': ['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]'], 'pharm_class_cs': ['Allergens [CS]'], 'unii': ['U3RSY48JW5']}",OTC MONOGRAPH NOT FINAL,GEL,d683483c-6819-2895-e053-2a95a90ae524,HUMAN OTC DRUG,['DENTAL'],20191001,43128-034_d683483c-6819-2895-e053-2a95a90ae524,part356,Quala Topical Anesthetic Gel,"['Allergens [CS]', 'Cell-mediated Immunity [PE]', 'Increased Histamine Release [PE]', 'Standardized Chemical Allergen [EPC]']",,,
43353-959,atorvastatin calcium,"Aphena Pharma Solutions - Tennessee, LLC",Atorvastatin Calcium,"[{'name': 'ATORVASTATIN CALCIUM TRIHYDRATE', 'strength': '40 mg/1'}]",True,"[{'package_ndc': '43353-959-15', 'description': '15 TABLET, FILM COATED in 1 BOTTLE (43353-959-15)', 'marketing_start_date': '20150225', 'sample': False}, {'package_ndc': '43353-959-45', 'description': '45 TABLET, FILM COATED in 1 BOTTLE (43353-959-45)', 'marketing_start_date': '20140801', 'sample': False}]",20251231,"{'manufacturer_name': ['Aphena Pharma Solutions - Tennessee, LLC'], 'rxcui': ['259255', '617311'], 'spl_set_id': ['71293e91-ecee-44ce-b1f4-c7c4b19e3f1c'], 'unii': ['48A5M73Z4Q']}",ANDA,"TABLET, FILM COATED",73131824-586d-4048-879b-a4d3b7cbdf30,HUMAN PRESCRIPTION DRUG,['ORAL'],20120529,43353-959_73131824-586d-4048-879b-a4d3b7cbdf30,ANDA077575,Atorvastatin Calcium,"['HMG-CoA Reductase Inhibitor [EPC]', 'Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]']",,,
43406-0623,"Apis Mellifera, Arsenic Trioxide, Atropa Belladonna, Matricaria Recutita, Lachesis Muta Venom, Mercurius Solubilis, Pulsatilla Vulgaris, Toxicodendron Pubescens Leaf, Silicon Dioxide","Natural Creations, Inc.",GERM HP,"[{'name': 'APIS MELLIFERA', 'strength': '30 [hp_X]/mL'}, {'name': 'ARSENIC TRIOXIDE', 'strength': '30 [hp_X]/mL'}, {'name': 'ATROPA BELLADONNA', 'strength': '30 [hp_X]/mL'}, {'name': 'LACHESIS MUTA VENOM', 'strength': '30 [hp_X]/mL'}, {'name': 'MATRICARIA RECUTITA', 'strength': '30 [hp_X]/mL'}, {'name': 'MERCURIUS SOLUBILIS', 'strength': '30 [hp_X]/mL'}, {'name': 'PULSATILLA VULGARIS', 'strength': '30 [hp_X]/mL'}, {'name': 'SILICON DIOXIDE', 'strength': '300 [hp_X]/mL'}, {'name': 'TOXICODENDRON PUBESCENS LEAF', 'strength': '30 [hp_X]/mL'}]",True,"[{'package_ndc': '43406-0623-1', 'description': '30 mL in 1 BOTTLE, DROPPER (43406-0623-1)', 'marketing_start_date': '20160101', 'sample': False}]",20251231,"{'manufacturer_name': ['Natural Creations, Inc.'], 'spl_set_id': ['15dc5391-0e6e-45d9-8ac7-142333a90716'], 'is_original_packager': [True], 'upc': ['0877730004635'], 'nui': ['N0000185021', 'N0000175629', 'N0000184306', 'N0000185001', 'M0000728', 'M0002274'], 'pharm_class_epc': ['Standardized Insect Venom Allergenic Extract [EPC]'], 'pharm_class_pe': ['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]', 'Increased IgG Production [PE]'], 'pharm_class_cs': ['Allergens [CS]', 'Bee Venoms [CS]'], 'unii': ['7S82P3R43Z', 'S7V92P67HO', 'WQZ3G9PF0H', 'VSW71SS07I', 'G0R4UBI2ZZ', '324Y4038G2', 'I76KB35JEV', 'ETJ7Z6XBU4', '6IO182RP7A']}",UNAPPROVED HOMEOPATHIC,LIQUID,471c8f40-310f-4860-b148-f0551029b59c,HUMAN OTC DRUG,['ORAL'],20160101,43406-0623_471c8f40-310f-4860-b148-f0551029b59c,,GERM HP,"['Allergens [CS]', 'Bee Venoms [CS]', 'Cell-mediated Immunity [PE]', 'Increased Histamine Release [PE]', 'Increased IgG Production [PE]', 'Standardized Insect Venom Allergenic Extract [EPC]']",,,
0172-6406,Cromolyn Sodium,"Teva Pharmaceuticals USA, Inc.",Cromolyn Sodium,"[{'name': 'CROMOLYN SODIUM', 'strength': '20 mg/2mL'}]",True,"[{'package_ndc': '0172-6406-49', 'description': '12 POUCH in 1 CARTON (0172-6406-49)  / 5 VIAL, SINGLE-DOSE in 1 POUCH (0172-6406-05)  / 2 mL in 1 VIAL, SINGLE-DOSE', 'marketing_start_date': '20000118', 'sample': False}]",20251231,"{'manufacturer_name': ['Teva Pharmaceuticals USA, Inc.'], 'rxcui': ['831246'], 'spl_set_id': ['8fe37a7a-edd6-4733-bb7e-e01c1906aeba'], 'is_original_packager': [True], 'unii': ['Q2WXR1I0PK']}",ANDA,SOLUTION,38833b9a-b1dd-4e33-b8a3-806fa99eb4a4,HUMAN PRESCRIPTION DRUG,['INTRABRONCHIAL'],20000118,0172-6406_38833b9a-b1dd-4e33-b8a3-806fa99eb4a4,ANDA075271,Cromolyn Sodium,"['Decreased Histamine Release [PE]', 'Mast Cell Stabilizer [EPC]']",,,
0173-0665,atovaquone,GlaxoSmithKline LLC,MEPRON,"[{'name': 'ATOVAQUONE', 'strength': '750 mg/5mL'}]",True,"[{'package_ndc': '0173-0665-18', 'description': '210 mL in 1 BOTTLE (0173-0665-18)', 'marketing_start_date': '19950228', 'sample': False}]",20251231,"{'manufacturer_name': ['GlaxoSmithKline LLC'], 'rxcui': ['211947', '308429'], 'spl_set_id': ['b426b6bf-f07e-4580-97ae-dfca1ddf5b8f'], 'is_original_packager': [True], 'nui': ['N0000175482', 'N0000175485'], 'pharm_class_epc': ['Antimalarial [EPC]', 'Antiprotozoal [EPC]'], 'unii': ['Y883P1Z2LT']}",NDA,SUSPENSION,69339d6a-db12-445a-aa8c-3fc0aa11136b,HUMAN PRESCRIPTION DRUG,['ORAL'],19950228,0173-0665_69339d6a-db12-445a-aa8c-3fc0aa11136b,NDA020500,MEPRON,"['Antimalarial [EPC]', 'Antiprotozoal [EPC]']",,,
43598-742,Ezetimibe and Simvastatin,Dr.Reddys Laboratories Inc,Ezetimibe and Simvastatin,"[{'name': 'EZETIMIBE', 'strength': '10 mg/1'}, {'name': 'SIMVASTATIN', 'strength': '10 mg/1'}]",True,"[{'package_ndc': '43598-742-10', 'description': '1000 TABLET in 1 BOTTLE (43598-742-10)', 'marketing_start_date': '20181120', 'sample': False}, {'package_ndc': '43598-742-30', 'description': '30 TABLET in 1 BOTTLE (43598-742-30)', 'marketing_start_date': '20181120', 'sample': False}, {'package_ndc': '43598-742-90', 'description': '90 TABLET in 1 BOTTLE (43598-742-90)', 'marketing_start_date': '20181120', 'sample': False}]",20251231,"{'manufacturer_name': ['Dr.Reddys Laboratories Inc'], 'rxcui': ['476345', '476349', '476350', '476351'], 'spl_set_id': ['023ca87a-1b04-8c17-dc4f-e2758b0771e2'], 'is_original_packager': [True], 'upc': ['0343598742908', '0343598744902', '0343598745909', '0343598743905'], 'nui': ['N0000175589', 'N0000000121', 'N0000008553', 'N0000175911'], 'pharm_class_epc': ['HMG-CoA Reductase Inhibitor [EPC]', 'Dietary Cholesterol Absorption Inhibitor [EPC]'], 'pharm_class_moa': ['Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]'], 'pharm_class_pe': ['Decreased Cholesterol Absorption [PE]'], 'unii': ['AGG2FN16EV', 'EOR26LQQ24']}",ANDA,TABLET,74768125-2b19-53fc-b5a3-bca582ba1cf3,HUMAN PRESCRIPTION DRUG,['ORAL'],20181120,43598-742_74768125-2b19-53fc-b5a3-bca582ba1cf3,ANDA200909,Ezetimibe and Simvastatin,"['Decreased Cholesterol Absorption [PE]', 'Dietary Cholesterol Absorption Inhibitor [EPC]', 'HMG-CoA Reductase Inhibitor [EPC]', 'Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]']",,,
43742-0652,"Arsenicum Album, Aurum Metallicum, Baryta Carbonica, Calcarea Carbonica, Glonoinum, Iodium, Kali Iodatum, Lachesis Mutus, Lithium Carbonicum, Mercurius Solubilis, Naja Tripudians, Phosphoricum Acidum, Phosphorus, Sepia, Spongia Tosta, Tabacum, Thyroidinum (Suis)","Deseret Biologicals, Inc.",Pericardium Triple Warmer Meridian Opener,"[{'name': 'ARSENIC TRIOXIDE', 'strength': '30 [hp_C]/mL'}, {'name': 'BARIUM CARBONATE', 'strength': '30 [hp_C]/mL'}, {'name': 'GOLD', 'strength': '30 [hp_C]/mL'}, {'name': 'IODINE', 'strength': '30 [hp_C]/mL'}, {'name': 'LACHESIS MUTA VENOM', 'strength': '30 [hp_C]/mL'}, {'name': 'LITHIUM CARBONATE', 'strength': '30 [hp_C]/mL'}, {'name': 'MERCURIUS SOLUBILIS', 'strength': '30 [hp_C]/mL'}, {'name': 'NAJA NAJA VENOM', 'strength': '30 [hp_C]/mL'}, {'name': 'NITROGLYCERIN', 'strength': '30 [hp_C]/mL'}, {'name': 'OYSTER SHELL CALCIUM CARBONATE, CRUDE', 'strength': '30 [hp_C]/mL'}, {'name': 'PHOSPHORIC ACID', 'strength': '30 [hp_C]/mL'}, {'name': 'PHOSPHORUS', 'strength': '30 [hp_C]/mL'}, {'name': 'POTASSIUM IODIDE', 'strength': '30 [hp_C]/mL'}, {'name': 'SEPIA OFFICINALIS JUICE', 'strength': '30 [hp_C]/mL'}, {'name': 'SPONGIA OFFICINALIS SKELETON, ROASTED', 'strength': '30 [hp_C]/mL'}, {'name': 'THYROID', 'strength': '30 [hp_C]/mL'}, {'name': 'TOBACCO LEAF', 'strength': '30 [hp_C]/mL'}]",True,"[{'package_ndc': '43742-0652-1', 'description': '30 mL in 1 BOTTLE, DROPPER (43742-0652-1)', 'marketing_start_date': '20151117', 'sample': False}]",20251231,"{'manufacturer_name': ['Deseret Biologicals, Inc.'], 'spl_set_id': ['060ecfed-5d31-49ca-82d8-9b05355da59d'], 'is_original_packager': [True], 'upc': ['0810151881287'], 'nui': ['N0000185508', 'N0000175629', 'N0000184306', 'M0000728', 'N0000175415', 'M0014874', 'N0000009909', 'N0000185375', 'N0000185001', 'M0016962'], 'pharm_class_epc': ['Standardized Chemical Allergen [EPC]', 'Nitrate Vasodilator [EPC]', 'Non-Standardized Plant Allergenic Extract [EPC]'], 'pharm_class_pe': ['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]', 'Vasodilation [PE]', 'Increased IgG Production [PE]'], 'pharm_class_cs': ['Allergens [CS]', 'Nitrates [CS]', 'Plant Proteins [CS]'], 'unii': ['S7V92P67HO', '6P669D8HQ8', '79Y1949PYO', '9679TC07X4', 'VSW71SS07I', '2BMD2GNA4V', '324Y4038G2', 'ZZ4AG7L7VM', 'G59M7S0WS3', '2E32821G6I', 'E4GA8884NN', '27YLU75U4W', '1C4QK22F9J', 'QDL83WN8C2', '1PIP394IID', '6RV024OAUQ', '6YR2608RSU']}",UNAPPROVED HOMEOPATHIC,LIQUID,5134aec4-e4a8-4522-9a1d-c3dae8b003fb,HUMAN OTC DRUG,['ORAL'],20151117,43742-0652_5134aec4-e4a8-4522-9a1d-c3dae8b003fb,,Pericardium Triple Warmer,"['Allergens [CS]', 'Allergens [CS]', 'Cell-mediated Immunity [PE]', 'Cell-mediated Immunity [PE]', 'Increased Histamine Release [PE]', 'Increased Histamine Release [PE]', 'Increased IgG Production [PE]', 'Mood Stabilizer [EPC]', 'Nitrate Vasodilator [EPC]', 'Nitrates [CS]', 'Non-Standardized Plant Allergenic Extract [EPC]', 'Plant Proteins [CS]', 'Standardized Chemical Allergen [EPC]', 'Vasodilation [PE]']",,Meridian Opener,
